_id,type,name,location,place_id
5fafe8a65143de9ede25a361,vegan_rest,Metro Food,"{'coordinates': [24.95198724211019, 60.18063681254844], 'type': 'Point'}",
5fafe8a65143de9ede25a362,vegan_rest,Villd,"{'coordinates': [24.952507, 60.187089], 'type': 'Point'}",
5fafe8a65143de9ede25a363,vegan_rest,Luomupuoti Satumarja,"{'coordinates': [24.95092749595642, 60.17997807481139], 'type': 'Point'}",
5fafe8a65143de9ede25a364,vegan_rest,Brindavan,"{'coordinates': [24.941575, 60.196577], 'type': 'Point'}",
5fafe8a65143de9ede25a365,vegan_rest,Asian Aroma,"{'coordinates': [24.962426127975412, 60.198398019721694], 'type': 'Point'}",
5fafe8a65143de9ede25a366,vegan_rest,Bun2Bun,"{'coordinates': [24.95794, 60.18843], 'type': 'Point'}",
5fafe8a65143de9ede25a367,vegan_rest,Kahvila Puhuri,"{'coordinates': [24.879296, 60.159604], 'type': 'Point'}",
5fafe8a65143de9ede25a368,vegan_rest,Roots Helsinki,"{'coordinates': [24.960798025131226, 60.19567683049598], 'type': 'Point'}",
5fafe8a65143de9ede25a369,vegan_rest,Kahvila Verso,"{'coordinates': [25.033514, 60.203922], 'type': 'Point'}",
5fafe8a65143de9ede25a36a,vegan_rest,Well Coffee,"{'coordinates': [24.940461256594674, 60.170016925376395], 'type': 'Point'}",
5fafe8a65143de9ede25a36b,vegan_rest,Govindam,"{'coordinates': [25.01086950302124, 60.246493968027], 'type': 'Point'}",
